record_id,operation,num_input_table,num_key,key_name,name_left_table,name_right_table,rowNum_left_table,rowNum_right_table,rowNum_output_table,colNum_left_table,colNum_right_table,colNum_output_table,cpu_exe_time(ms),fpga_exe_time(ms),label(0_CPU/1_FPGA),
295,inner join,2,1,custkey,customer,orders,1000,500000,3263,2,3,3,10.947,4.666,1,
296,inner join,2,1,custkey,customer,orders,1000,100000,664,2,3,3,2.32,1.585,1,
297,inner join,2,1,custkey,customer,orders,1000,50000,338,2,3,3,1.265,1.187,1,
298,inner join,2,1,custkey,customer,orders,1000,10000,82,2,3,3,0.309,0.87,0,
299,inner join,2,1,custkey,customer,orders,1000,5000,37,2,3,3,0.202,0.902,0,
300,inner join,2,1,custkey,orders,customer,1500000,150000,1500000,2,1,1,644.82,96.068,1,
301,inner join,2,1,custkey,orders,customer,1250000,150000,1250000,2,1,1,706.478,79.471,1,
302,inner join,2,1,custkey,orders,customer,1000000,150000,1000000,2,1,1,559.951,63.752,1,
303,inner join,2,1,custkey,orders,customer,750000,150000,750000,2,1,1,359.313,48.253,1,
304,inner join,2,1,custkey,orders,customer,500000,150000,500000,2,1,1,221.528,32.301,1,
305,inner join,2,1,custkey,orders,customer,100000,150000,100000,2,1,1,23.062,7.459,1,
306,inner join,2,1,custkey,orders,customer,50000,150000,50000,2,1,1,14.072,4.348,1,
307,inner join,2,1,custkey,orders,customer,10000,150000,10000,2,1,1,6.027,2.26,1,
308,inner join,2,1,custkey,orders,customer,5000,150000,5000,2,1,1,5.213,2.041,1,
309,inner join,2,1,custkey,orders,customer,1500000,125000,1250106,2,1,1,832.782,93.247,1,
310,inner join,2,1,custkey,orders,customer,1250000,125000,1041751,2,1,1,679.036,77.678,1,
311,inner join,2,1,custkey,orders,customer,1000000,125000,833601,2,1,1,543.981,62.242,1,
312,inner join,2,1,custkey,orders,customer,750000,125000,625231,2,1,1,335.317,47.136,1,
313,inner join,2,1,custkey,orders,customer,500000,125000,416824,2,1,1,201.369,31.701,1,
314,inner join,2,1,custkey,orders,customer,100000,125000,83511,2,1,1,21.333,7.266,1,
315,inner join,2,1,custkey,orders,customer,50000,125000,41779,2,1,1,12.569,4.302,1,
316,inner join,2,1,custkey,orders,customer,10000,125000,8285,2,1,1,5.164,2.196,1,
317,inner join,2,1,custkey,orders,customer,5000,125000,4112,2,1,1,4.472,1.866,1,
318,inner join,2,1,custkey,orders,customer,1500000,100000,999761,2,1,1,807.772,91.022,1,
319,inner join,2,1,custkey,orders,customer,1250000,100000,833169,2,1,1,654.366,75.836,1,
320,inner join,2,1,custkey,orders,customer,1000000,100000,666455,2,1,1,535.041,60.67,1,
321,inner join,2,1,custkey,orders,customer,750000,100000,499945,2,1,1,321.468,45.936,1,
322,inner join,2,1,custkey,orders,customer,500000,100000,333426,2,1,1,193.272,30.853,1,
323,inner join,2,1,custkey,orders,customer,100000,100000,66713,2,1,1,19.682,7.029,1,
324,inner join,2,1,custkey,orders,customer,50000,100000,33391,2,1,1,11.342,4.047,1,
325,inner join,2,1,custkey,orders,customer,10000,100000,6610,2,1,1,4.435,1.925,1,
326,inner join,2,1,custkey,orders,customer,5000,100000,3275,2,1,1,3.671,1.709,1,
327,inner join,2,1,custkey,orders,customer,1500000,75000,750089,2,1,1,775.374,88.72,1,
328,inner join,2,1,custkey,orders,customer,1250000,75000,625147,2,1,1,637.269,73.914,1,
329,inner join,2,1,custkey,orders,customer,1000000,75000,500286,2,1,1,510.283,59.14,1,
330,inner join,2,1,custkey,orders,customer,750000,75000,375224,2,1,1,316.591,44.656,1,
331,inner join,2,1,custkey,orders,customer,500000,75000,250150,2,1,1,186.174,29.951,1,
332,inner join,2,1,custkey,orders,customer,100000,75000,50101,2,1,1,18.964,6.984,1,
333,inner join,2,1,custkey,orders,customer,50000,75000,25114,2,1,1,10.121,4.068,1,
334,inner join,2,1,custkey,orders,customer,10000,75000,4969,2,1,1,3.625,2.017,1,
335,inner join,2,1,custkey,orders,customer,5000,75000,2507,2,1,1,2.96,1.472,1,
336,inner join,2,1,custkey,orders,customer,1500000,50000,500262,2,1,1,755.494,87.02,1,
337,inner join,2,1,custkey,orders,customer,1250000,50000,416928,2,1,1,621.706,71.997,1,
338,inner join,2,1,custkey,orders,customer,1000000,50000,333782,2,1,1,493.495,57.656,1,
339,inner join,2,1,custkey,orders,customer,750000,50000,250206,2,1,1,302.015,43.59,1,
340,inner join,2,1,custkey,orders,customer,500000,50000,166738,2,1,1,178.997,29.104,1,
341,inner join,2,1,custkey,orders,customer,100000,50000,33432,2,1,1,17.848,6.764,1,
342,inner join,2,1,custkey,orders,customer,50000,50000,16762,2,1,1,8.862,3.899,1,
343,inner join,2,1,custkey,orders,customer,10000,50000,3325,2,1,1,2.839,1.746,1,
344,inner join,2,1,custkey,orders,customer,5000,50000,1673,2,1,1,2.159,1.384,1,
345,inner join,2,1,custkey,orders,customer,1500000,5000,49864,2,1,1,701.812,82.412,1,
346,inner join,2,1,custkey,orders,customer,1250000,5000,41505,2,1,1,584.276,68.443,1,
347,inner join,2,1,custkey,orders,customer,1000000,5000,33101,2,1,1,466.623,54.671,1,
348,inner join,2,1,custkey,orders,customer,750000,5000,24835,2,1,1,288.598,41.232,1,
349,inner join,2,1,custkey,orders,customer,500000,5000,16489,2,1,1,167.243,27.608,1,
350,inner join,2,1,custkey,orders,customer,100000,5000,3365,2,1,1,15.274,6.354,1,
351,inner join,2,1,custkey,orders,customer,50000,5000,1673,2,1,1,6.707,3.811,1,
352,inner join,2,1,custkey,orders,customer,10000,5000,336,2,1,1,1.328,1.423,0,
353,inner join,2,1,custkey,orders,customer,5000,5000,172,2,1,1,0.758,1.15,0,
354,inner join,2,1,custkey,orders,customer,1500000,1000,9894,2,1,1,699.063,81.857,1,
355,inner join,2,1,custkey,orders,customer,1250000,1000,8214,2,1,1,585.642,68.109,1,
356,inner join,2,1,custkey,orders,customer,1000000,1000,6565,2,1,1,464.04,54.519,1,
357,inner join,2,1,custkey,orders,customer,750000,1000,4942,2,1,1,282.116,41.217,1,
358,inner join,2,1,custkey,orders,customer,500000,1000,3263,2,1,1,166.159,27.614,1,
359,inner join,2,1,custkey,orders,customer,100000,1000,664,2,1,1,14.563,6.386,1,
360,inner join,2,1,custkey,orders,customer,50000,1000,338,2,1,1,6.3,3.677,1,
361,inner join,2,1,custkey,orders,customer,10000,1000,82,2,1,1,1.141,1.398,0,
362,inner join,2,1,custkey,orders,customer,5000,1000,37,2,1,1,0.586,1.163,0,
363,inner join,2,1,custkey,orders,customer,1500000,150000,1500000,3,1,2,672.606,98.718,1,
364,inner join,2,1,custkey,orders,customer,1250000,150000,1250000,3,1,2,732.824,80.945,1,
365,inner join,2,1,custkey,orders,customer,1000000,150000,1000000,3,1,2,594.122,65.118,1,
366,inner join,2,1,custkey,orders,customer,750000,150000,750000,3,1,2,369.681,49.186,1,
367,inner join,2,1,custkey,orders,customer,500000,150000,500000,3,1,2,228.376,33.078,1,
368,inner join,2,1,custkey,orders,customer,100000,150000,100000,3,1,2,24.016,7.417,1,
369,inner join,2,1,custkey,orders,customer,50000,150000,50000,3,1,2,14.73,4.49,1,
370,inner join,2,1,custkey,orders,customer,10000,150000,10000,3,1,2,6.156,2.274,1,
371,inner join,2,1,custkey,orders,customer,5000,150000,5000,3,1,2,5.413,2.03,1,
372,inner join,2,1,custkey,orders,customer,1500000,125000,1250106,3,1,2,867.739,95.06,1,
373,inner join,2,1,custkey,orders,customer,1250000,125000,1041751,3,1,2,712.165,79.018,1,
374,inner join,2,1,custkey,orders,customer,1000000,125000,833601,3,1,2,575.865,63.491,1,
375,inner join,2,1,custkey,orders,customer,750000,125000,625231,3,1,2,353.732,47.985,1,
376,inner join,2,1,custkey,orders,customer,500000,125000,416824,3,1,2,212.844,32.233,1,
377,inner join,2,1,custkey,orders,customer,100000,125000,83511,3,1,2,22.391,7.322,1,
378,inner join,2,1,custkey,orders,customer,50000,125000,41779,3,1,2,12.951,4.129,1,
379,inner join,2,1,custkey,orders,customer,10000,125000,8285,3,1,2,5.36,2.063,1,
380,inner join,2,1,custkey,orders,customer,5000,125000,4112,3,1,2,4.702,1.964,1,
381,inner join,2,1,custkey,orders,customer,1500000,100000,999761,3,1,2,853.588,92.539,1,
382,inner join,2,1,custkey,orders,customer,1250000,100000,833169,3,1,2,692.862,77.028,1,
383,inner join,2,1,custkey,orders,customer,1000000,100000,666455,3,1,2,561.84,61.912,1,
384,inner join,2,1,custkey,orders,customer,750000,100000,499945,3,1,2,345.232,46.634,1,
385,inner join,2,1,custkey,orders,customer,500000,100000,333426,3,1,2,203.431,31.393,1,
386,inner join,2,1,custkey,orders,customer,100000,100000,66713,3,1,2,20.954,7.135,1,
387,inner join,2,1,custkey,orders,customer,50000,100000,33391,3,1,2,12.101,4.284,1,
388,inner join,2,1,custkey,orders,customer,10000,100000,6610,3,1,2,4.573,1.958,1,
389,inner join,2,1,custkey,orders,customer,5000,100000,3275,3,1,2,3.831,1.705,1,
390,inner join,2,1,custkey,orders,customer,1500000,75000,750089,3,1,2,807.417,90.044,1,
391,inner join,2,1,custkey,orders,customer,1250000,75000,625147,3,1,2,671.555,75.013,1,
392,inner join,2,1,custkey,orders,customer,1000000,75000,500286,3,1,2,545.975,60.136,1,
393,inner join,2,1,custkey,orders,customer,750000,75000,375224,3,1,2,328.971,45.424,1,
394,inner join,2,1,custkey,orders,customer,500000,75000,250150,3,1,2,206.151,30.538,1,
395,inner join,2,1,custkey,orders,customer,100000,75000,50101,3,1,2,19.454,6.993,1,
396,inner join,2,1,custkey,orders,customer,50000,75000,25114,3,1,2,10.645,4.078,1,
397,inner join,2,1,custkey,orders,customer,10000,75000,4969,3,1,2,3.681,2.002,1,
398,inner join,2,1,custkey,orders,customer,5000,75000,2507,3,1,2,3.162,1.549,1,
399,inner join,2,1,custkey,orders,customer,1500000,50000,500262,3,1,2,784.639,88.2,1,
400,inner join,2,1,custkey,orders,customer,1250000,50000,416928,3,1,2,653.453,72.916,1,
401,inner join,2,1,custkey,orders,customer,1000000,50000,333782,3,1,2,518.38,58.385,1,
402,inner join,2,1,custkey,orders,customer,750000,50000,250206,3,1,2,313.345,44.256,1,
403,inner join,2,1,custkey,orders,customer,500000,50000,166738,3,1,2,191.131,29.666,1,
404,inner join,2,1,custkey,orders,customer,100000,50000,33432,3,1,2,19.564,6.74,1,
405,inner join,2,1,custkey,orders,customer,50000,50000,16762,3,1,2,9.246,4.046,1,
406,inner join,2,1,custkey,orders,customer,10000,50000,3325,3,1,2,3.01,1.761,1,
407,inner join,2,1,custkey,orders,customer,5000,50000,1673,3,1,2,2.193,1.605,1,
408,inner join,2,1,custkey,orders,customer,1500000,5000,49864,3,1,2,736.687,83.125,1,
409,inner join,2,1,custkey,orders,customer,1250000,5000,41505,3,1,2,605.235,69.14,1,
410,inner join,2,1,custkey,orders,customer,1000000,5000,33101,3,1,2,494.934,55.468,1,
411,inner join,2,1,custkey,orders,customer,750000,5000,24835,3,1,2,292.741,41.84,1,
412,inner join,2,1,custkey,orders,customer,500000,5000,16489,3,1,2,192.017,27.994,1,
413,inner join,2,1,custkey,orders,customer,100000,5000,3365,3,1,2,15.456,6.538,1,
414,inner join,2,1,custkey,orders,customer,50000,5000,1673,3,1,2,7.024,3.911,1,
415,inner join,2,1,custkey,orders,customer,10000,5000,336,3,1,2,1.366,1.457,0,
416,inner join,2,1,custkey,orders,customer,5000,5000,172,3,1,2,0.81,1.25,0,
417,inner join,2,1,custkey,orders,customer,1500000,1000,9894,3,1,2,720.894,82.753,1,
418,inner join,2,1,custkey,orders,customer,1250000,1000,8214,3,1,2,589.524,68.749,1,
419,inner join,2,1,custkey,orders,customer,1000000,1000,6565,3,1,2,485.697,55.133,1,
420,inner join,2,1,custkey,orders,customer,750000,1000,4942,3,1,2,292.662,41.549,1,
421,inner join,2,1,custkey,orders,customer,500000,1000,3263,3,1,2,180.042,27.86,1,
422,inner join,2,1,custkey,orders,customer,100000,1000,664,3,1,2,14.881,6.433,1,
423,inner join,2,1,custkey,orders,customer,50000,1000,338,3,1,2,6.6,3.752,1,
424,inner join,2,1,custkey,orders,customer,10000,1000,82,3,1,2,1.199,1.47,0,
425,inner join,2,1,custkey,orders,customer,5000,1000,37,3,1,2,0.639,1.098,0,
426,inner join,2,1,custkey,orders,customer,1500000,150000,1500000,2,2,2,684.974,97.851,1,
427,inner join,2,1,custkey,orders,customer,1250000,150000,1250000,2,2,2,736.81,80.789,1,
428,inner join,2,1,custkey,orders,customer,1000000,150000,1000000,2,2,2,593.317,64.75,1,
429,inner join,2,1,custkey,orders,customer,750000,150000,750000,2,2,2,368.073,48.994,1,
430,inner join,2,1,custkey,orders,customer,500000,150000,500000,2,2,2,221.356,33.003,1,
431,inner join,2,1,custkey,orders,customer,100000,150000,100000,2,2,2,24.053,7.549,1,
432,inner join,2,1,custkey,orders,customer,50000,150000,50000,2,2,2,16.057,4.729,1,
433,inner join,2,1,custkey,orders,customer,10000,150000,10000,2,2,2,6.147,2.511,1,
434,inner join,2,1,custkey,orders,customer,5000,150000,5000,2,2,2,5.303,2.057,1,
435,inner join,2,1,custkey,orders,customer,1500000,125000,1250106,2,2,2,867.624,94.518,1,
436,inner join,2,1,custkey,orders,customer,1250000,125000,1041751,2,2,2,706.909,78.696,1,
437,inner join,2,1,custkey,orders,customer,1000000,125000,833601,2,2,2,580.765,63.009,1,
438,inner join,2,1,custkey,orders,customer,750000,125000,625231,2,2,2,358.539,47.651,1,
439,inner join,2,1,custkey,orders,customer,500000,125000,416824,2,2,2,217.164,32.052,1,
440,inner join,2,1,custkey,orders,customer,100000,125000,83511,2,2,2,22.376,7.343,1,
441,inner join,2,1,custkey,orders,customer,50000,125000,41779,2,2,2,12.996,4.486,1,
442,inner join,2,1,custkey,orders,customer,10000,125000,8285,2,2,2,5.289,2.425,1,
443,inner join,2,1,custkey,orders,customer,5000,125000,4112,2,2,2,4.626,2.109,1,
444,inner join,2,1,custkey,orders,customer,1500000,100000,999761,2,2,2,842.758,92.015,1,
445,inner join,2,1,custkey,orders,customer,1250000,100000,833169,2,2,2,684.447,76.596,1,
446,inner join,2,1,custkey,orders,customer,1000000,100000,666455,2,2,2,546.698,61.403,1,
447,inner join,2,1,custkey,orders,customer,750000,100000,499945,2,2,2,342.598,46.255,1,
448,inner join,2,1,custkey,orders,customer,500000,100000,333426,2,2,2,204.689,31.072,1,
449,inner join,2,1,custkey,orders,customer,100000,100000,66713,2,2,2,21.053,7.056,1,
450,inner join,2,1,custkey,orders,customer,50000,100000,33391,2,2,2,11.892,4.362,1,
451,inner join,2,1,custkey,orders,customer,10000,100000,6610,2,2,2,4.552,2.201,1,
452,inner join,2,1,custkey,orders,customer,5000,100000,3275,2,2,2,3.93,1.931,1,
453,inner join,2,1,custkey,orders,customer,1500000,75000,750089,2,2,2,805.057,89.383,1,
454,inner join,2,1,custkey,orders,customer,1250000,75000,625147,2,2,2,666.021,74.587,1,
455,inner join,2,1,custkey,orders,customer,1000000,75000,500286,2,2,2,534.232,59.616,1,
456,inner join,2,1,custkey,orders,customer,750000,75000,375224,2,2,2,326.735,45.117,1,
457,inner join,2,1,custkey,orders,customer,500000,75000,250150,2,2,2,200.927,30.293,1,
458,inner join,2,1,custkey,orders,customer,100000,75000,50101,2,2,2,19.738,6.95,1,
459,inner join,2,1,custkey,orders,customer,50000,75000,25114,2,2,2,10.514,4.16,1,
460,inner join,2,1,custkey,orders,customer,10000,75000,4969,2,2,2,3.745,2.011,1,
461,inner join,2,1,custkey,orders,customer,5000,75000,2507,2,2,2,3.114,1.617,1,
462,inner join,2,1,custkey,orders,customer,1500000,50000,500262,2,2,2,786.191,87.536,1,
463,inner join,2,1,custkey,orders,customer,1250000,50000,416928,2,2,2,642.132,72.419,1,
464,inner join,2,1,custkey,orders,customer,1000000,50000,333782,2,2,2,510.57,57.948,1,
465,inner join,2,1,custkey,orders,customer,750000,50000,250206,2,2,2,304.05,43.772,1,
466,inner join,2,1,custkey,orders,customer,500000,50000,166738,2,2,2,186.861,29.436,1,
467,inner join,2,1,custkey,orders,customer,100000,50000,33432,2,2,2,18.57,6.678,1,
468,inner join,2,1,custkey,orders,customer,50000,50000,16762,2,2,2,9.17,3.863,1,
469,inner join,2,1,custkey,orders,customer,10000,50000,3325,2,2,2,2.864,1.76,1,
470,inner join,2,1,custkey,orders,customer,5000,50000,1673,2,2,2,2.193,1.351,1,
471,inner join,2,1,custkey,orders,customer,1500000,5000,49864,2,2,2,721.525,82.416,1,
472,inner join,2,1,custkey,orders,customer,1250000,5000,41505,2,2,2,593.581,68.469,1,
473,inner join,2,1,custkey,orders,customer,1000000,5000,33101,2,2,2,472.391,54.834,1,
474,inner join,2,1,custkey,orders,customer,750000,5000,24835,2,2,2,303.787,41.388,1,
475,inner join,2,1,custkey,orders,customer,500000,5000,16489,2,2,2,172.29,27.872,1,
476,inner join,2,1,custkey,orders,customer,100000,5000,3365,2,2,2,15.136,6.319,1,
477,inner join,2,1,custkey,orders,customer,50000,5000,1673,2,2,2,6.801,3.822,1,
478,inner join,2,1,custkey,orders,customer,10000,5000,336,2,2,2,1.341,1.379,0,
479,inner join,2,1,custkey,orders,customer,5000,5000,172,2,2,2,0.766,1.113,0,
480,inner join,2,1,custkey,orders,customer,1500000,1000,9894,2,2,2,720.739,82.024,1,
481,inner join,2,1,custkey,orders,customer,1250000,1000,8214,2,2,2,610.541,67.95,1,
482,inner join,2,1,custkey,orders,customer,1000000,1000,6565,2,2,2,487.951,54.525,1,
483,inner join,2,1,custkey,orders,customer,750000,1000,4942,2,2,2,284.992,41.247,1,
484,inner join,2,1,custkey,orders,customer,500000,1000,3263,2,2,2,170.665,27.625,1,
485,inner join,2,1,custkey,orders,customer,100000,1000,664,2,2,2,15.113,6.383,1,
486,inner join,2,1,custkey,orders,customer,50000,1000,338,2,2,2,6.407,3.664,1,
487,inner join,2,1,custkey,orders,customer,10000,1000,82,2,2,2,1.145,1.49,0,
488,inner join,2,1,custkey,orders,customer,5000,1000,37,2,2,2,0.589,1.089,0,
489,inner join,2,1,custkey,orders,customer,1500000,150000,1500000,3,2,3,692.2,99.84,1,
490,inner join,2,1,custkey,orders,customer,1250000,150000,1250000,3,2,3,742.301,82.455,1,
491,inner join,2,1,custkey,orders,customer,1000000,150000,1000000,3,2,3,597.736,66.035,1,
492,inner join,2,1,custkey,orders,customer,750000,150000,750000,3,2,3,377.34,49.973,1,
493,inner join,2,1,custkey,orders,customer,500000,150000,500000,3,2,3,234.31,33.578,1,
494,inner join,2,1,custkey,orders,customer,100000,150000,100000,3,2,3,25.427,7.834,1,
495,inner join,2,1,custkey,orders,customer,50000,150000,50000,3,2,3,15.339,4.829,1,
496,inner join,2,1,custkey,orders,customer,10000,150000,10000,3,2,3,6.359,2.445,1,
497,inner join,2,1,custkey,orders,customer,5000,150000,5000,3,2,3,5.439,2.219,1,
498,inner join,2,1,custkey,orders,customer,1500000,125000,1250106,3,2,3,876.759,96.349,1,
499,inner join,2,1,custkey,orders,customer,1250000,125000,1041751,3,2,3,719.548,80.293,1,
500,inner join,2,1,custkey,orders,customer,1000000,125000,833601,3,2,3,579.031,64.481,1,
501,inner join,2,1,custkey,orders,customer,750000,125000,625231,3,2,3,362.208,48.598,1,
502,inner join,2,1,custkey,orders,customer,500000,125000,416824,3,2,3,231.08,32.713,1,
503,inner join,2,1,custkey,orders,customer,100000,125000,83511,3,2,3,23.268,7.488,1,
504,inner join,2,1,custkey,orders,customer,50000,125000,41779,3,2,3,13.715,4.617,1,
505,inner join,2,1,custkey,orders,customer,10000,125000,8285,3,2,3,5.507,2.318,1,
506,inner join,2,1,custkey,orders,customer,5000,125000,4112,3,2,3,4.631,2.049,1,
507,inner join,2,1,custkey,orders,customer,1500000,100000,999761,3,2,3,848.291,93.383,1,
508,inner join,2,1,custkey,orders,customer,1250000,100000,833169,3,2,3,691.996,77.894,1,
509,inner join,2,1,custkey,orders,customer,1000000,100000,666455,3,2,3,554.453,62.445,1,
510,inner join,2,1,custkey,orders,customer,750000,100000,499945,3,2,3,368.317,47.324,1,
511,inner join,2,1,custkey,orders,customer,500000,100000,333426,3,2,3,254.615,31.802,1,
512,inner join,2,1,custkey,orders,customer,100000,100000,66713,3,2,3,22.393,7.25,1,
513,inner join,2,1,custkey,orders,customer,50000,100000,33391,3,2,3,12.573,4.332,1,
514,inner join,2,1,custkey,orders,customer,10000,100000,6610,3,2,3,4.652,2.203,1,
515,inner join,2,1,custkey,orders,customer,5000,100000,3275,3,2,3,3.943,1.97,1,
516,inner join,2,1,custkey,orders,customer,1500000,75000,750089,3,2,3,884.347,90.795,1,
517,inner join,2,1,custkey,orders,customer,1250000,75000,625147,3,2,3,726.825,75.633,1,
518,inner join,2,1,custkey,orders,customer,1000000,75000,500286,3,2,3,592.406,60.651,1,
519,inner join,2,1,custkey,orders,customer,750000,75000,375224,3,2,3,385.644,45.959,1,
520,inner join,2,1,custkey,orders,customer,500000,75000,250150,3,2,3,232.827,30.883,1,
521,inner join,2,1,custkey,orders,customer,100000,75000,50101,3,2,3,20.849,7.002,1,
522,inner join,2,1,custkey,orders,customer,50000,75000,25114,3,2,3,10.947,4.054,1,
523,inner join,2,1,custkey,orders,customer,10000,75000,4969,3,2,3,3.737,1.973,1,
524,inner join,2,1,custkey,orders,customer,5000,75000,2507,3,2,3,2.975,1.671,1,
525,inner join,2,1,custkey,orders,customer,1500000,50000,500262,3,2,3,857.599,88.713,1,
526,inner join,2,1,custkey,orders,customer,1250000,50000,416928,3,2,3,697.563,73.299,1,
527,inner join,2,1,custkey,orders,customer,1000000,50000,333782,3,2,3,579.986,58.76,1,
528,inner join,2,1,custkey,orders,customer,750000,50000,250206,3,2,3,366.186,44.418,1,
529,inner join,2,1,custkey,orders,customer,500000,50000,166738,3,2,3,257.503,29.83,1,
530,inner join,2,1,custkey,orders,customer,100000,50000,33432,3,2,3,22.92,6.779,1,
531,inner join,2,1,custkey,orders,customer,50000,50000,16762,3,2,3,10.395,4.006,1,
532,inner join,2,1,custkey,orders,customer,10000,50000,3325,3,2,3,2.907,1.817,1,
533,inner join,2,1,custkey,orders,customer,5000,50000,1673,3,2,3,2.2,1.507,1,
534,inner join,2,1,custkey,orders,customer,1500000,5000,49864,3,2,3,893.804,83.074,1,
535,inner join,2,1,custkey,orders,customer,1250000,5000,41505,3,2,3,687.215,69.013,1,
536,inner join,2,1,custkey,orders,customer,1000000,5000,33101,3,2,3,597.906,55.289,1,
537,inner join,2,1,custkey,orders,customer,750000,5000,24835,3,2,3,355.987,41.858,1,
538,inner join,2,1,custkey,orders,customer,500000,5000,16489,3,2,3,237.43,27.954,1,
539,inner join,2,1,custkey,orders,customer,100000,5000,3365,3,2,3,19.564,6.479,1,
540,inner join,2,1,custkey,orders,customer,50000,5000,1673,3,2,3,7.442,3.754,1,
541,inner join,2,1,custkey,orders,customer,10000,5000,336,3,2,3,1.404,1.434,0,
542,inner join,2,1,custkey,orders,customer,5000,5000,172,3,2,3,0.765,1.152,0,
543,inner join,2,1,custkey,orders,customer,1500000,1000,9894,3,2,3,888.07,82.524,1,
544,inner join,2,1,custkey,orders,customer,1250000,1000,8214,3,2,3,700.111,68.673,1,
545,inner join,2,1,custkey,orders,customer,1000000,1000,6565,3,2,3,591.781,55.035,1,
546,inner join,2,1,custkey,orders,customer,750000,1000,4942,3,2,3,358.31,41.348,1,
547,inner join,2,1,custkey,orders,customer,500000,1000,3263,3,2,3,239.132,27.776,1,
548,inner join,2,1,custkey,orders,customer,100000,1000,664,3,2,3,18.477,6.358,1,
549,inner join,2,1,custkey,orders,customer,50000,1000,338,3,2,3,6.803,3.738,1,
550,inner join,2,1,custkey,orders,customer,10000,1000,82,3,2,3,1.221,1.472,0,
551,inner join,2,1,custkey,orders,customer,5000,1000,37,3,2,3,0.623,1.084,0,
552,inner join,2,1,orderkey,lineitem,orders,6000000,1500000,6000000,2,1,1,428.998,204.594,1,
553,inner join,2,1,orderkey,lineitem,orders,6000000,750000,2999671,2,1,1,258.879,105.45,1,
554,inner join,2,1,orderkey,lineitem,orders,6000000,375000,1499579,2,1,1,184.617,66.661,1,
555,inner join,2,1,orderkey,lineitem,orders,6000000,187500,750594,2,1,1,154.831,51.847,1,
556,inner join,2,1,orderkey,lineitem,orders,6000000,93750,374743,2,1,1,137.749,43.379,1,
557,inner join,2,1,orderkey,lineitem,orders,6000000,46875,188042,2,1,1,129.885,40.326,1,
558,inner join,2,1,orderkey,lineitem,orders,6000000,23438,94038,2,1,1,130.563,38.491,1,
559,inner join,2,1,orderkey,lineitem,orders,6000000,11719,47052,2,1,1,123.258,37.695,1,
560,inner join,2,1,orderkey,lineitem,orders,6000000,5860,23606,2,1,1,128.895,37.12,1,
561,inner join,2,1,orderkey,lineitem,orders,6000000,2930,11678,2,1,1,123.372,36.855,1,
562,inner join,2,1,orderkey,lineitem,orders,3000000,1500000,3000000,2,1,1,325.905,139.893,1,
563,inner join,2,1,orderkey,lineitem,orders,3000000,750000,2999671,2,1,1,184.768,85.3,1,
564,inner join,2,1,orderkey,lineitem,orders,3000000,375000,1499579,2,1,1,119.368,47.88,1,
565,inner join,2,1,orderkey,lineitem,orders,3000000,187500,750594,2,1,1,85.365,32.704,1,
566,inner join,2,1,orderkey,lineitem,orders,3000000,93750,374743,2,1,1,73.603,25.401,1,
567,inner join,2,1,orderkey,lineitem,orders,3000000,46875,188042,2,1,1,68.861,22.189,1,
568,inner join,2,1,orderkey,lineitem,orders,3000000,23438,94038,2,1,1,73.705,20.495,1,
569,inner join,2,1,orderkey,lineitem,orders,3000000,11719,47052,2,1,1,62.266,19.831,1,
570,inner join,2,1,orderkey,lineitem,orders,3000000,5860,23606,2,1,1,64.795,19.613,1,
571,inner join,2,1,orderkey,lineitem,orders,3000000,2930,11678,2,1,1,61.783,20.135,1,
572,inner join,2,1,orderkey,lineitem,orders,1500000,1500000,1500000,2,1,1,318.875,109.646,1,
573,inner join,2,1,orderkey,lineitem,orders,1500000,750000,1500000,2,1,1,139.095,62.9,1,
574,inner join,2,1,orderkey,lineitem,orders,1500000,375000,1499579,2,1,1,87.224,39.381,1,
575,inner join,2,1,orderkey,lineitem,orders,1500000,187500,750594,2,1,1,53.24,23.675,1,
576,inner join,2,1,orderkey,lineitem,orders,1500000,93750,374743,2,1,1,42.667,16.738,1,
577,inner join,2,1,orderkey,lineitem,orders,1500000,46875,188042,2,1,1,36.84,13.133,1,
578,inner join,2,1,orderkey,lineitem,orders,1500000,23438,94038,2,1,1,34.689,11.719,1,
579,inner join,2,1,orderkey,lineitem,orders,1500000,11719,47052,2,1,1,32.484,10.607,1,
580,inner join,2,1,orderkey,lineitem,orders,1500000,5860,23606,2,1,1,33.149,10.416,1,
581,inner join,2,1,orderkey,lineitem,orders,1500000,2930,11678,2,1,1,31.523,95.098,0,
582,inner join,2,1,orderkey,lineitem,orders,750000,1500000,750000,2,1,1,146.551,51.952,1,
583,inner join,2,1,orderkey,lineitem,orders,750000,750000,750000,2,1,1,120.823,29.882,1,
584,inner join,2,1,orderkey,lineitem,orders,750000,375000,750000,2,1,1,59.339,19.26,1,
585,inner join,2,1,orderkey,lineitem,orders,750000,187500,750000,2,1,1,40.13,12.161,1,
586,inner join,2,1,orderkey,lineitem,orders,750000,93750,374743,2,1,1,26.518,8.761,1,
587,inner join,2,1,orderkey,lineitem,orders,750000,46875,188042,2,1,1,20.115,7.148,1,
588,inner join,2,1,orderkey,lineitem,orders,750000,23438,94038,2,1,1,18.754,6.19,1,
589,inner join,2,1,orderkey,lineitem,orders,750000,11719,47052,2,1,1,16.76,6.028,1,
590,inner join,2,1,orderkey,lineitem,orders,750000,5860,23606,2,1,1,17.05,5.838,1,
